place_name;rating;address;city;province;makanan_khas
Wisata Alam Bukit Pentulu Indah;4,4;FM7H+XX5, Jl. Pentulu Indah, Dakah, Karangsambung, Kec. Karangsambung, Kabupaten Kebumen, Jawa Tengah 54353, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
BUKIT BANDA KEBUMEN;4,4;CPR8+3X7, Jalan Raya, Pujegan, Wadasmalang, Kec. Karangsambung, Kabupaten Kebumen, Jawa Tengah 54353, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Curug Sindaro Kebumen;4,4;CPRG+8GF, Gg. Kalikecot, Pujegan, Wadasmalang, Karangsambung, Kebumen Regency, Central Java 54353, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Tebing Titanic;4,4;6CMR+8JH, Karang Bolong, Kebumen Regency, Central Java 54473, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Pantai Ayah Kebumen;4,4;79GV+3VH, Jl. Ayah - Karangbolong, Logending, Ayah, Kec. Ayah, Kabupaten Kebumen, Jawa Tengah 54473, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Sawangan Nature Adventure;4,4;Tj. Nagasari, Karangduwur, Ayah, Kebumen Regency, Central Java 54473, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Niagara Beach Surumanis;4,4;6CHG+HXP, Pasir, Ayah, Hutan, Srati, Kec. Ayah, Kabupaten Kebumen, Jawa Tengah 54473, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Pantai Sawangan;4,4;Tj. Nagasari, Karangduwur, Ayah, Kebumen Regency, Central Java, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Pemandian Alami Rahtawu;4,4;9V4C+J5Q, Area Gn., Rahtawu, Gebog, Kudus Regency, Central Java 59333, Indonesia;kudus;jawa tengah;Soto Kudus, Jenang Kudus, Lentog Tanjung, Nasi Pindang
Puteran Hills;4,4;8VJW+QQ7, Area Gn., Colo, Dawe, Kudus Regency, Central Java 59353, Indonesia;kudus;jawa tengah;Soto Kudus, Jenang Kudus, Lentog Tanjung, Nasi Pindang
Punthuk Gupakan;4,4;959R+M23, gunakan, Kamal, Giritengah, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Talang Londo;4,4;H6JG+6H8, Area Kebun, Payaman, Kec. Secang, Kabupaten Magelang, Jawa Tengah 56195, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Taman Tanggul Kali Kota;4,4;G6PC+CVW, Jl. Ahmad Yani, Kedungsari, Magelang Utara, Magelang City, Central Java 59155, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
WISATA KAMPUNG WARNA-WARNI TIDAR CAMPUR;4,4;G62J+PX6, Jl. Tidar Campur, South Tidar, South Magelang, Magelang City, Central Java 56125, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Lembah Semawang (Mas Budi);4,4;G5QR+V5H, Jl. Raya Bandongan, Jurang, Bandongan, Kec. Windusari, Kabupaten Magelang, Jawa Tengah 56151, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Wisata Alam Bukit Botorono Petarangan;4,4;Unnamed Road, Petarangan 3, Petarangan, Kec. Kledung, Kabupaten Temanggung, Jawa Tengah 56264, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Kledung Pass;4,4;Kledung, Temanggung Regency, Central Java 56264, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Curug onje;4,4;V4GQ+2GV, Tanjungsari, Duren, Kec. Bejen, Kabupaten Temanggung, Jawa Tengah 56258, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Curug Titang;4,4;Durenan, Tembarak, Kec. Tembarak, Kabupaten Temanggung, Jawa Tengah 56261, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
WISATA WATU IRENG;4,4;WG26+83, Hutan, Windurojo, Kec. Kesesi, Kabupaten Pekalongan, Jawa Tengah 51162, Indonesia;pekalongan;jawa tengah;Nasi Megono, Tauto, Pindang Tetel
Baturraden Botanical Garden;4,4;Jl. Pancurantujuh - Wanawisata Baturraden, Purwokerto, Dusun III Berubahan, Kemutug Lor, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia;purwokerto;jawa tengah;Soto Sokaraja, Tempe Mendoan, Getuk Goreng
Curug Carang (Purwokerto);4,4;Kemutug Kidul, Sawah, Kotayasa, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia;purwokerto;jawa tengah;Soto Sokaraja, Tempe Mendoan, Getuk Goreng
Kampung Batik Gedong Semarang;4,4;Jl. Batik No.698A, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50227, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Grand Maerakaca;4,4;Jl. Puri Anjasmoro, Tawangsari, Semarang Barat, Semarang City, Central Java 50114, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Candi Tugu;4,4;Tugurejo, Tugu, Semarang City, Central Java 50182, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Taman Budaya Raden Saleh (TBRS);4,4;Jl. Sriwijaya No.29, Tegalsari, Candisari, Semarang City, Central Java 50614, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Tabanas Park Semarang;4,4;Jl. Setia Budi No.12, Ngesrep, Banyumanik, Semarang City, Central Java 50261, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Tourism Village Kandri;4,4;Kandri, Gunung Pati, Semarang City, Central Java 50222, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Rumah Budaya Kratonan;4,4;Jl. Manduro No.6, Kratonan, Serengan, Surakarta City, Central Java 57155, Indonesia;surakarta;jawa tengah;Serabi Notosuman, Nasi Liwet, Gudeg Ceker, Sate Buntel, Timlo Solo, Tengkleng, Selat Solo
Meriam Sriwedari;4,4;Slamet Riyadi St No.290, Sriwedari, Laweyan, Surakarta City, Central Java 57141, Indonesia;surakarta;jawa tengah;Serabi Notosuman, Nasi Liwet, Gudeg Ceker, Sate Buntel, Timlo Solo, Tengkleng, Selat Solo
The Heritage Palace;4,4;jalan Permata Raya Dukuh Tegal Mulyo rt.002/rw.008, Honggobayan, Pabelan, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57169, Indonesia;surakarta;jawa tengah;Serabi Notosuman, Nasi Liwet, Gudeg Ceker, Sate Buntel, Timlo Solo, Tengkleng, Selat Solo
Hot Water Boom, GUCI-KU;4,4;Jalan Lingkar Barat Desa, Kalengan, Guci, Bumijawa, Tegal Regency, Central Java 52466, Indonesia;tegal;jawa tengah;Sate Tegal, Tahu Aci, Kupat Glabed, Teh Poci, Sauto
The Baron Hills of Guci;4,4;R527+94Q, Jl. Raya Karangsari - Guci, RT.1/RW.1, Kalengan, Guci, Bumijawa, Tegal Regency, Central Java 52466, Indonesia;tegal;jawa tengah;Sate Tegal, Tahu Aci, Kupat Glabed, Teh Poci, Sauto
Air Terjun Guci;4,4;Jl. Raya Karangsari - Guci No.32, Pekandangan, Rembul, Kec. Bojong, Kabupaten Pemalang, Jawa Tengah 52466, Indonesia;tegal;jawa tengah;Sate Tegal, Tahu Aci, Kupat Glabed, Teh Poci, Sauto
Desa Wisata Soko Gunung;4,4;Desa Soko Gunung, Kelurahan Sendang, Kecamatan Wonogiri Kota, Kabupaten Wonogiri, Jawa Tengah Sendang Kecamatan Wonogiri, Sokogunung, Sendang, Wonogiri, Wonogiri Regency, Central Java 57615, Indonesia;wonogiri;jawa tengah;Nasi Tiwul, Kacang Mete, Cabuk
Obyek Wisata Girimanik;4,4;755J+FQ3, Ngerapah, Setren, Slogohimo, Wonogiri Regency, Central Java 57694, Indonesia;wonogiri;jawa tengah;Nasi Tiwul, Kacang Mete, Cabuk
BUMDes Sendang Pinilih Sendang;4,4;SEKRETARIAT BUMDES SENDANG PINILIH KELURAHAN SENDANG, Desa, Sendang, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57651, Indonesia;wonogiri;jawa tengah;Nasi Tiwul, Kacang Mete, Cabuk
Candi Muncar;4,4;74MW+7R5, Siroto, Bubakan, Girimarto, Wonogiri Regency, Central Java 57683, Indonesia;wonogiri;jawa tengah;Nasi Tiwul, Kacang Mete, Cabuk
Telaga Warna Dieng;4,4;Dieng, Kec. Kejajar, Kabupaten Wonosobo, Jawa Tengah 56354, Indonesia;wonosobo;jawa tengah;Mie Ongklok, Tempe Kemul, Carica
Kahyangan Skyline;4,4;Seroja, Tlogo, Garung, Wonosobo Regency, Central Java, Indonesia;wonosobo;jawa tengah;Mie Ongklok, Tempe Kemul, Carica
Sikidang Crater;4,4;QWH3+WH8, Bakal Buntu, Dieng Kulon, Batur, Banjarnegara, Central Java 53456, Indonesia;wonosobo;jawa tengah;Mie Ongklok, Tempe Kemul, Carica
Tegaldowo Puspa Gading Park;4,4;48PF+FCG, Jl. Grujugan, Grujugan, Bantul, Bantul Regency, Special Region of Yogyakarta 55751, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Watu Goyang;4,4;Cempluk, Jl. Watu Goyang No.1, Griloyo, Mangunan, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Karangtengah Tourism Village;4,4;396J+9X6, Jalan, Karang Rejeki, Karangtengah, Imogiri, Bantul Regency, Special Region of Yogyakarta 55782, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Desa Wisata Kalakijo;4,4;4842+XR3, Jl. Pajangan Desa Kalakijo RT02, Kalak Ijo, Guwosari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Jipangan Tourism Village;4,4;48WG+5RG, Unnamed Road, Kalangan, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Goa Selarong;4,4;48Q7+6W9, Waktu Gedug, Guwosari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Puncak Gebang;4,4;4CGC+2RQ, Jl. Dadap Kulon, Tegalrejo, Bawuran, Pleret, Bantul Regency, Special Region of Yogyakarta 55791, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Bungas Village;4,4;Barongan, Bantul, Bantul Regency, Special Region of Yogyakarta 55781, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Cinomati Hills;4,4;4C8X+G4Q, Jl. Pleret - Pathuk, Kebo Kuning, Terong, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Gabusan Art Market;4,4;Jl. Parangtritis, Balong, Timbulharjo, Sewon, Bantul Regency, Special Region of Yogyakarta 55185, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Desa Wisata Nogosari;4,4;Nogosari 2 Rt 02 Rw 28 No.35, Nogosari I, Wukirsari, Kec. Imogiri, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55782, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Taman Senja Ngelo;4,4;Jl. Kanoman, Pungkuran, Pleret, Bantul Regency, Special Region of Yogyakarta 55791, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
TWM ( Tebing Watu Mabur );4,4;Mangunan, RT.28, Lemahbang, Dlingo, Lembah Bang, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Tempuran Kali Opak-Oyo;4,4;Putat, Selopamioro, Imogiri, Bantul Regency, Special Region of Yogyakarta 55782, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Tanjung Tourism Village;4,4;79WH+4XM, Desa Tanjung, Ponason, Donoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Wisata jeep merapi_01;4,4;Kaliurang, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Puri Mataram;4,4;Drono, Tridadi, Sleman, Sleman Regency, Special Region of Yogyakarta 55511, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Taman Gardu Pandang Kaliurang;4,4;Kaliurang, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Root Bridge;4,4;778Q+F2G, Kurahan Kidul, Margodadi, Seyegan, Sleman Regency, Special Region of Yogyakarta 55561, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Taman Bermain Anak;4,4;79H6+69M, Jl. Gito Gati, Jaran, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Stonehenge Yogyakarta;4,4;9CXW+2XM, Unnamed Road, Trutan, Kepuharjo, Cangkringan, Sleman Regency, Special Region of Yogyakarta 55583, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Desa Wisata Pendidikan dan Ketahanan Pangan Dukuh;4,4;8926+7P5, Jl. Pelda Sugiono, RT.03/RW.21, Niron, Pandowoharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55512, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Gardu Pandang Merapi;4,4;CC4G+W2J, Kaliurang, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Pantai Gesing;4,4;VFR9+H57, Bolang, Girikarto, Panggang, Gunung Kidul Regency, Special Region of Yogyakarta 55133, Indonesia;gunung kidul;yogyakarta;Gudeg, Tiwul, Belalang Goreng
Pantai Nglambor;4,4;Pantai, Purwodadi, Tepus, Gunung Kidul Regency, Special Region of Yogyakarta, Indonesia;gunung kidul;yogyakarta;Gudeg, Tiwul, Belalang Goreng
Kali Ngreneng Wediutah Semanu Gunungkidul;4,4;XMJ9+4R2, Wediutah, Wedi Utah, Ngeposari, Kec. Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55893, Indonesia;gunung kidul;yogyakarta;Gudeg, Tiwul, Belalang Goreng
Telaga Jonge;4,4;XJQF+5MG, Telaga Jonge, Jelok, Pacarejo, Kec. Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55893, Indonesia;gunung kidul;yogyakarta;Gudeg, Tiwul, Belalang Goreng
Pantai TEBING Ngungap;4,4;Wonotoro, Pucung, Girisubo, Gunung Kidul Regency, Special Region of Yogyakarta 55883, Indonesia;gunung kidul;yogyakarta;Gudeg, Tiwul, Belalang Goreng
Wisata punthuk kepuh;4,4;Jl. Kepuh Sari, RT.08/RW.02, Kepuh Sari, Katongan, Kec. Nglipar, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55852, Indonesia;gunung kidul;yogyakarta;Gudeg, Tiwul, Belalang Goreng
4G Peak Gedangsari;4,4;4HRC+3CV, Manggung, Ngalang, Gedang Sari, Gunung Kidul Regency, Special Region of Yogyakarta 55863, Indonesia;gunung kidul;yogyakarta;Gudeg, Tiwul, Belalang Goreng
Stone Valley;4,4;RJXG+HH, Pantai, Tepus, Kec. Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Indonesia;gunung kidul;yogyakarta;Gudeg, Tiwul, Belalang Goreng
Pintoe Langit Dahromo;4,4;Jl. Dahromo, Karang Asem, Muntuk, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Goa Cemara Beach;4,4;Jl. Lintas Sel., Patihan, Gadingsari, Sanden, Bantul Regency, Special Region of Yogyakarta 55763, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Tlogo Muncar;4,4;Jl. Tlogo Putri, Area Hutan, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Merapi Volcano Museum;4,4;9CMC+7RJ, Jl. Kaliurang No.Km 22, Banteng, Hargobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Situs Warungboto;4,4;Jl. Veteran No.77, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164, Indonesia;kota Yogyakarta;yogyakarta;Gudeg, Bakpia, Krecek, Oseng Mercon
Wisata Kalibiru;4,4;Jalan Waduk Sermo, Kalibiru, Hargowilis, Kokap, Kulon Progo Regency, Special Region of Yogyakarta 55653, Indonesia;kulon progo;yogyakarta;Gudeg, Geblek, Growol
Canting Mas Puncak Dipowono;4,4;Jl. Clereng Tamanan KM. 6, Desa Hargowilis, Kokap, Clapar 2, Hargowilis, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55611, Indonesia;kulon progo;yogyakarta;Gudeg, Geblek, Growol
Desa Wisata Nglinggo;4,4;Nglinggo Barat, Pagerharjo, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673, Indonesia;kulon progo;yogyakarta;Gudeg, Geblek, Growol
Ade Irma Suryani Nasution Traffic Garden;4,4;Jl. Belitung No.1, Merdeka, Sumurbandung, Bandung City, West Java 40113, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Vanda Park;4,4;Jl. Merdeka No.9, Babakanciamis, Sumurbandung, Bandung City, West Java 40117, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Plaza Cikapundung River Spot;4,4;3JH5+XG9, Jl. Dr. Ir. Sukarno, Braga, Sumurbandung, Bandung City, West Java 40111, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Taman Foto Bandung;4,4;Jl. Kemuning No.4, Merdeka, Sumurbandung, Bandung City, West Java 40113, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Peta Park;4,4;Jl. Peta No.229, Suka Asih, Bojongloa Kaler, Bandung City, West Java 40242, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Farmhouse Susu Lembang;4,4;Jl. Raya Lembang No.108, Gudangkahuripan, Lembang, West Bandung Regency, West Java 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Parkiran Bawah Kawah Putih Ciwidey;4,4;Jl. Ciwidey Jl. Kawah Putih No.KM 11, Patengan, Ciwidey, Bandung Regency, West Java 40973, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Cibuni Rengganis Crater;4,4;Patengan, Rancabali, Bandung Regency, West Java 40973, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Palalangon Park;4,4;Jl PPTK Jl. Gambung, Cibodas, Kec. Pasirjambu, Kabupaten Bandung, Jawa Barat 14972, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Curug Awi Langit;4,4;VC62+25M, Arboretum Park, Alamendah, Jl. Raya Ciwidey - Patengan, Lebakmuncang, Ciwidey, Bandung Regency, West Java 40973, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Desa Wisata Lebakmuncang;4,4;Jl. Marga Mulya, Lebakmuncang, Ciwidey, Bandung Regency, West Java 40973, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Batu Cinta;4,4;R9M4+F75, Situ, Patengan, Rancabali, Bandung Regency, West Java 40973, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Curug Tilu Waterfalls;4,4;Patengan, Rancabali, Bandung Regency, West Java 40973, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Kota Mini Lembang;4,4;Jl. Grand Hotel No.33E, Lembang, West Bandung Regency, West Java 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Lembang Wonderland;4,4;Jl. Raya Lembang No.177, Jayagiri, Lembang, West Bandung Regency, West Java 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Kebun Begonia;4,4;Jl. Maribaya No.120 A, Langensari, Lembang, West Bandung Regency, West Java 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Gunung Mas Agrotourism;4,4;Agrowisata, Jl. Pangrango Jl. Raya Puncak - Gadog No.km.87, Cisarua, Bogor Regency, West Java 16750, Indonesia;bogor;jawa barat;Soto Mie Bogor, Asinan Bogor, Roti Unyil, Cungkring, Tauge Goreng, Lapis Talas
Gunung Mas Wisata Puncak;4,4;Jl. Pangrango, Gunung Mas, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750, Indonesia;bogor;jawa barat;Soto Mie Bogor, Asinan Bogor, Roti Unyil, Cungkring, Tauge Goreng, Lapis Talas
Taman Prawatasari;4,4;Jl. Surya Kencana No.1, Sawah Gede, Cianjur, Cianjur Regency, West Java 43212, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Curug Batlem;4,4;Sukamulya, Kec. Cugenang, Kabupaten Cianjur, Jawa Barat 43252, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Curug Ngebul;4,4;R6V3+QM6, Bunijaya, Pagelaran, Cianjur Regency, West Java 43266, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Taman Kreatif Joglo (Cianjur);4,4;Taman Kreatif Joglo, Jl. Siliwangi, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Wisata Alam Green Dawuan;4,4;Jl. Nasional 11 No.67, Mekarsari, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43, Mekarsari, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43211, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Pantai Karang Potong;4,4;G5J9+26J, Saganten, Sindangbarang, Cianjur Regency, West Java 43272, Indonesia;cianjur;jawa barat;Manisan Cianjur, Geco
Sunyaragi Cave Park;4,4;Sunyaragi, Kesambi, Cirebon City, West Java 45132, Indonesia;cirebon;jawa barat;Empal Gentong, Tahu Gejrot, Nasi Jamblang, Nasi Lengko
Gronggong Wisata;4,4;6G5C+VH8, Unnamed Road, Kondangsari, Kec. Beber, Kabupaten Cirebon, Jawa Barat 45172, Indonesia;cirebon;jawa barat;Empal Gentong, Tahu Gejrot, Nasi Jamblang, Nasi Lengko
Batu Lawang Cirebon;4,4;Cupang, Kec. Gempol, Kabupaten Cirebon, Jawa Barat 45161, Indonesia;cirebon;jawa barat;Empal Gentong, Tahu Gejrot, Nasi Jamblang, Nasi Lengko
Taman Tjimanoek Indramayu;4,4;M8FC+WFX, Jl. Cimanuk, Margadadi, Indramayu, Indramayu Regency, West Java 45221, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Taman Cimanuk;4,4;M8FC+5F6, Taman Cimanuk, Penganjang, Kec. Sindang, Kabupaten Indramayu, Jawa Barat 45221, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Pantai Eretan;4,4;M3HH+QGP, Eretan Kulon, Kec. Kandanghaur, Kabupaten Indramayu, Jawa Barat, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Hutan Mangrove Pantai Lestari Karangsong;4,4;M9W9+X9C, Karangsong, Indramayu, Indramayu Regency, West Java, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Taman Rusa Bumi Patra Indramayu;4,4;J8XP+JXG, Jl. Bumi Patra Raya, Pekandangan, Kec. Indramayu, Kabupaten Indramayu, Jawa Barat 45216, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Woodland;4,4;Jl. Ragasakti No.130, Setianegara, Cilimus, Kuningan Regency, West Java 45556, Indonesia;kuningan;jawa barat;Tape Ketan, Tahu Kuningan, Lepet Kuningan
Wisata Alam Curug Bangkong;4,4;Kertawirama, Kec. Nusaherang, Kabupaten Kuningan, Jawa Barat 45563, Indonesia;kuningan;jawa barat;Tape Ketan, Tahu Kuningan, Lepet Kuningan
Curug Cisurian;4,4;3C7H+4Q6, Sukamukti, Jalaksana, Kuningan Regency, West Java 45554, Indonesia;kuningan;jawa barat;Tape Ketan, Tahu Kuningan, Lepet Kuningan
